# x, y, theta, v_l, v_r
312.49, 988.68, -0.624, 19.55, 19.94
312.65, 988.56, -0.620, 19.55, 19.94
312.81, 988.45, -0.616, 19.55, 19.94
312.97, 988.33, -0.612, 19.55, 19.94
313.14, 988.22, -0.608, 19.55, 19.94
313.30, 988.11, -0.604, 19.55, 19.94
313.46, 988.00, -0.600, 19.55, 19.94
313.62, 987.89, -0.596, 19.55, 19.94
313.79, 987.78, -0.592, 19.55, 19.94
313.95, 987.67, -0.589, 19.55, 19.94
314.12, 987.56, -0.585, 19.55, 19.94
314.28, 987.45, -0.581, 19.55, 19.94
314.45, 987.35, -0.577, 19.55, 19.94
314.61, 987.24, -0.573, 19.55, 19.94
314.78, 987.13, -0.569, 19.55, 19.94
314.94, 987.03, -0.565, 19.55, 19.94
315.11, 986.92, -0.561, 19.55, 19.94
315.28, 986.82, -0.557, 19.55, 19.94
315.45, 986.71, -0.553, 19.55, 19.94
315.61, 986.61, -0.549, 19.55, 19.94
315.78, 986.51, -0.546, 19.55, 19.94
315.95, 986.41, -0.542, 19.55, 19.94
316.12, 986.31, -0.538, 19.55, 19.94
316.29, 986.21, -0.534, 19.55, 19.94
316.46, 986.11, -0.530, 19.55, 19.94
316.63, 986.01, -0.526, 19.55, 19.94
316.80, 985.91, -0.522, 19.55, 19.94
316.97, 985.81, -0.518, 19.55, 19.94
317.15, 985.72, -0.514, 19.55, 19.94
317.32, 985.62, -0.510, 19.55, 19.94
317.49, 985.53, -0.506, 19.55, 19.94
317.66, 985.43, -0.503, 19.55, 19.94
317.84, 985.34, -0.499, 19.55, 19.94
318.01, 985.24, -0.495, 19.55, 19.94
318.18, 985.15, -0.491, 19.55, 19.94
318.36, 985.06, -0.487, 19.55, 19.94
318.53, 984.97, -0.483, 19.55, 19.94
318.71, 984.88, -0.479, 19.55, 19.94
318.88, 984.79, -0.475, 19.55, 19.94
319.06, 984.70, -0.471, 19.55, 19.94
319.24, 984.61, -0.467, 19.55, 19.94
319.41, 984.52, -0.463, 19.55, 19.94
319.59, 984.43, -0.460, 19.55, 19.94
319.77, 984.35, -0.456, 19.55, 19.94
319.94, 984.26, -0.452, 19.55, 19.94
320.12, 984.18, -0.448, 19.55, 19.94
320.30, 984.09, -0.444, 19.55, 19.94
320.48, 984.01, -0.440, 19.55, 19.94
320.66, 983.92, -0.436, 19.55, 19.94
320.84, 983.84, -0.432, 19.55, 19.94
321.02, 983.76, -0.428, 19.55, 19.94
321.20, 983.68, -0.424, 19.55, 19.94
321.38, 983.60, -0.420, 19.55, 19.94
321.56, 983.52, -0.417, 19.55, 19.94
321.74, 983.44, -0.413, 19.55, 19.94
321.92, 983.36, -0.409, 19.55, 19.94
322.10, 983.29, -0.405, 19.55, 19.94
322.28, 983.21, -0.401, 19.55, 19.94
322.46, 983.13, -0.397, 19.55, 19.94
322.64, 983.06, -0.393, 19.55, 19.94
322.83, 982.98, -0.389, 19.55, 19.94
323.01, 982.91, -0.385, 19.55, 19.94
323.19, 982.84, -0.381, 19.55, 19.94
323.38, 982.76, -0.377, 19.55, 19.94
323.56, 982.69, -0.374, 19.55, 19.94
323.74, 982.62, -0.370, 19.55, 19.94
323.93, 982.55, -0.366, 19.55, 19.94
324.11, 982.48, -0.362, 19.55, 19.94
324.30, 982.41, -0.358, 19.55, 19.94
324.48, 982.34, -0.354, 19.55, 19.94
324.67, 982.28, -0.350, 19.55, 19.94
324.85, 982.21, -0.346, 19.55, 19.94
325.04, 982.14, -0.342, 19.55, 19.94
325.23, 982.08, -0.338, 19.55, 19.94
325.41, 982.01, -0.334, 19.55, 19.94
325.60, 981.95, -0.330, 19.55, 19.94
325.79, 981.89, -0.327, 19.55, 19.94
325.97, 981.83, -0.323, 19.55, 19.94
326.16, 981.76, -0.319, 19.55, 19.94
326.35, 981.70, -0.315, 19.55, 19.94
326.54, 981.64, -0.311, 19.55, 19.94
326.72, 981.58, -0.307, 19.55, 19.94
326.91, 981.53, -0.303, 19.55, 19.94
327.10, 981.47, -0.299, 19.55, 19.94
327.29, 981.41, -0.295, 19.55, 19.94
327.48, 981.35, -0.291, 19.55, 19.94
327.67, 981.30, -0.287, 19.55, 19.94
327.86, 981.24, -0.284, 19.55, 19.94
328.05, 981.19, -0.280, 19.55, 19.94
328.24, 981.14, -0.276, 19.55, 19.94
328.43, 981.08, -0.272, 19.55, 19.94
328.62, 981.03, -0.268, 19.55, 19.94
328.81, 980.98, -0.264, 19.55, 19.94
329.00, 980.93, -0.260, 19.55, 19.94
329.19, 980.88, -0.256, 19.55, 19.94
329.38, 980.83, -0.252, 19.55, 19.94
329.57, 980.78, -0.248, 19.55, 19.94
329.76, 980.74, -0.244, 19.55, 19.94
329.96, 980.69, -0.241, 19.55, 19.94
330.15, 980.64, -0.237, 19.55, 19.94
330.34, 980.60, -0.233, 19.55, 19.94
330.53, 980.55, -0.229, 19.55, 19.94
330.72, 980.51, -0.225, 19.55, 19.94
330.92, 980.47, -0.221, 19.55, 19.94
331.11, 980.42, -0.217, 19.55, 19.94
331.30, 980.38, -0.213, 19.55, 19.94
331.50, 980.34, -0.209, 19.55, 19.94
331.69, 980.30, -0.205, 19.55, 19.94
331.88, 980.26, -0.201, 19.55, 19.94
332.08, 980.23, -0.198, 19.55, 19.94
332.27, 980.19, -0.194, 19.55, 19.94
332.46, 980.15, -0.190, 19.55, 19.94
332.66, 980.11, -0.186, 19.55, 19.94
332.85, 980.08, -0.182, 19.55, 19.94
333.05, 980.04, -0.178, 19.55, 19.94
333.24, 980.01, -0.174, 19.55, 19.94
333.43, 979.98, -0.170, 19.55, 19.94
333.63, 979.95, -0.166, 19.55, 19.94
333.82, 979.91, -0.162, 19.55, 19.94
334.02, 979.88, -0.158, 19.55, 19.94
334.21, 979.85, -0.155, 19.55, 19.94
334.41, 979.82, -0.151, 19.55, 19.94
334.60, 979.80, -0.147, 19.55, 19.94
334.80, 979.77, -0.143, 19.55, 19.94
335.00, 979.74, -0.139, 19.55, 19.94
335.19, 979.71, -0.135, 19.55, 19.94
335.39, 979.69, -0.131, 19.55, 19.94
335.58, 979.66, -0.127, 19.55, 19.94
335.78, 979.64, -0.123, 19.55, 19.94
335.97, 979.62, -0.119, 19.55, 19.94
336.17, 979.60, -0.115, 19.55, 19.94
336.37, 979.57, -0.112, 19.55, 19.94
336.56, 979.55, -0.108, 19.55, 19.94
336.76, 979.53, -0.104, 19.55, 19.94
336.96, 979.51, -0.100, 19.55, 19.94
337.15, 979.49, -0.096, 19.55, 19.94
337.35, 979.48, -0.092, 19.55, 19.94
337.55, 979.46, -0.088, 19.55, 19.94
337.74, 979.44, -0.084, 19.55, 19.94
337.94, 979.43, -0.080, 19.55, 19.94
338.14, 979.41, -0.076, 19.55, 19.94
338.33, 979.40, -0.072, 19.55, 19.94
338.53, 979.39, -0.069, 19.55, 19.94
338.73, 979.37, -0.065, 19.55, 19.94
338.92, 979.36, -0.061, 19.55, 19.94
339.12, 979.35, -0.057, 19.55, 19.94
339.32, 979.34, -0.053, 19.55, 19.94
339.52, 979.33, -0.049, 19.55, 19.94
339.71, 979.32, -0.045, 19.55, 19.94
339.91, 979.32, -0.041, 19.55, 19.94
340.11, 979.31, -0.037, 19.55, 19.94
340.30, 979.30, -0.033, 19.55, 19.94
340.50, 979.30, -0.029, 19.55, 19.94
340.70, 979.29, -0.026, 19.55, 19.94
340.90, 979.29, -0.022, 19.55, 19.94
341.09, 979.29, -0.018, 19.55, 19.94
341.29, 979.28, -0.014, 19.55, 19.94
341.49, 979.28, -0.010, 19.55, 19.94
341.69, 979.28, -0.006, 19.55, 19.94
341.88, 979.28, -0.002, 19.55, 19.94
342.08, 979.28, 0.002, 19.55, 19.94
342.28, 979.28, 0.006, 19.55, 19.94
342.48, 979.29, 0.010, 19.55, 19.94
342.67, 979.29, 0.014, 19.55, 19.94
342.87, 979.29, 0.018, 19.55, 19.94
343.07, 979.30, 0.021, 19.55, 19.94
343.27, 979.30, 0.025, 19.55, 19.94
343.46, 979.31, 0.029, 19.55, 19.94
343.66, 979.32, 0.033, 19.55, 19.94
343.86, 979.32, 0.037, 19.55, 19.94
344.06, 979.33, 0.041, 19.55, 19.94
344.25, 979.34, 0.045, 19.55, 19.94
344.45, 979.35, 0.049, 19.55, 19.94
344.65, 979.36, 0.053, 19.55, 19.94
344.84, 979.37, 0.057, 19.55, 19.94
345.04, 979.39, 0.061, 19.55, 19.94
345.24, 979.40, 0.064, 19.55, 19.94
345.44, 979.41, 0.068, 19.55, 19.94
345.63, 979.43, 0.072, 19.55, 19.94
345.83, 979.44, 0.076, 19.55, 19.94
346.03, 979.46, 0.080, 19.55, 19.94
346.22, 979.48, 0.084, 19.55, 19.94
346.42, 979.49, 0.088, 19.55, 19.94
346.62, 979.51, 0.092, 19.55, 19.94
346.81, 979.53, 0.096, 19.55, 19.94
347.01, 979.55, 0.100, 19.55, 19.94
347.21, 979.57, 0.104, 19.55, 19.94
347.40, 979.59, 0.107, 19.55, 19.94
347.60, 979.62, 0.111, 19.55, 19.94
347.79, 979.64, 0.115, 19.55, 19.94
347.99, 979.66, 0.119, 19.55, 19.94
348.19, 979.69, 0.123, 19.55, 19.94
348.38, 979.71, 0.127, 19.55, 19.94
348.58, 979.74, 0.131, 19.55, 19.94
348.77, 979.77, 0.135, 19.55, 19.94
348.97, 979.79, 0.139, 19.55, 19.94
349.17, 979.82, 0.143, 19.55, 19.94
349.36, 979.85, 0.147, 19.55, 19.94
349.56, 979.88, 0.150, 19.55, 19.94
349.75, 979.91, 0.154, 19.55, 19.94
349.95, 979.94, 0.158, 19.55, 19.94
350.14, 979.98, 0.162, 19.55, 19.94
350.34, 980.01, 0.166, 19.55, 19.94
350.53, 980.04, 0.170, 19.55, 19.94
350.73, 980.08, 0.174, 19.55, 19.94
350.92, 980.11, 0.178, 19.55, 19.94
351.11, 980.15, 0.182, 19.55, 19.94
351.31, 980.19, 0.186, 19.55, 19.94
351.50, 980.22, 0.190, 19.55, 19.94
351.70, 980.26, 0.193, 19.55, 19.94
351.89, 980.30, 0.197, 19.55, 19.94
352.08, 980.34, 0.201, 19.55, 19.94
352.28, 980.38, 0.205, 19.55, 19.94
352.47, 980.42, 0.209, 19.55, 19.94
352.66, 980.46, 0.213, 19.55, 19.94
352.86, 980.51, 0.217, 19.55, 19.94
353.05, 980.55, 0.221, 19.55, 19.94
353.24, 980.60, 0.225, 19.55, 19.94
353.43, 980.64, 0.229, 19.55, 19.94
353.63, 980.69, 0.233, 19.55, 19.94
353.82, 980.73, 0.236, 19.55, 19.94
354.01, 980.78, 0.240, 19.55, 19.94
354.20, 980.83, 0.244, 19.55, 19.94
354.39, 980.88, 0.248, 19.55, 19.94
354.58, 980.93, 0.252, 19.55, 19.94
354.78, 980.98, 0.256, 19.55, 19.94
354.97, 981.03, 0.260, 19.55, 19.94
355.16, 981.08, 0.264, 19.55, 19.94
355.35, 981.13, 0.268, 19.55, 19.94
355.54, 981.19, 0.272, 19.55, 19.94
355.73, 981.24, 0.276, 19.55, 19.94
355.92, 981.30, 0.279, 19.55, 19.94
356.11, 981.35, 0.283, 19.55, 19.94
356.30, 981.41, 0.287, 19.55, 19.94
356.49, 981.46, 0.291, 19.55, 19.94
356.68, 981.52, 0.295, 19.55, 19.94
356.86, 981.58, 0.299, 19.55, 19.94
357.05, 981.64, 0.303, 19.55, 19.94
357.24, 981.70, 0.307, 19.55, 19.94
357.43, 981.76, 0.311, 19.55, 19.94
357.62, 981.82, 0.315, 19.55, 19.94
357.80, 981.88, 0.319, 19.55, 19.94
357.99, 981.95, 0.322, 19.55, 19.94
358.18, 982.01, 0.326, 19.55, 19.94
358.37, 982.08, 0.330, 19.55, 19.94
358.55, 982.14, 0.334, 19.55, 19.94
358.74, 982.21, 0.338, 19.55, 19.94
358.93, 982.27, 0.342, 19.55, 19.94
359.11, 982.34, 0.346, 19.55, 19.94
359.30, 982.41, 0.350, 19.55, 19.94
359.48, 982.48, 0.354, 19.55, 19.94
359.67, 982.55, 0.358, 19.55, 19.94
359.85, 982.62, 0.362, 19.55, 19.94
360.04, 982.69, 0.366, 19.55, 19.94
360.22, 982.76, 0.369, 19.55, 19.94
360.40, 982.83, 0.373, 19.55, 19.94
360.59, 982.91, 0.377, 19.55, 19.94
360.77, 982.98, 0.381, 19.55, 19.94
360.96, 983.05, 0.385, 19.55, 19.94
361.14, 983.13, 0.389, 19.55, 19.94
361.32, 983.20, 0.393, 19.55, 19.94
361.50, 983.28, 0.397, 19.55, 19.94
361.68, 983.36, 0.401, 19.55, 19.94
361.87, 983.44, 0.405, 19.55, 19.94
362.05, 983.52, 0.409, 19.55, 19.94
362.23, 983.60, 0.412, 19.55, 19.94
362.41, 983.68, 0.416, 19.55, 19.94
362.59, 983.76, 0.420, 19.55, 19.94
362.77, 983.84, 0.424, 19.55, 19.94
362.95, 983.92, 0.428, 19.55, 19.94
363.13, 984.00, 0.432, 19.55, 19.94
363.31, 984.09, 0.436, 19.55, 19.94
363.49, 984.17, 0.440, 19.55, 19.94
363.67, 984.26, 0.444, 19.55, 19.94
363.84, 984.34, 0.448, 19.55, 19.94
364.02, 984.43, 0.452, 19.55, 19.94
364.20, 984.52, 0.455, 19.55, 19.94
364.38, 984.60, 0.459, 19.55, 19.94
364.55, 984.69, 0.463, 19.55, 19.94
364.73, 984.78, 0.467, 19.55, 19.94
364.91, 984.87, 0.471, 19.55, 19.94
365.08, 984.96, 0.475, 19.55, 19.94
365.26, 985.05, 0.479, 19.55, 19.94
365.43, 985.15, 0.483, 19.55, 19.94
365.61, 985.24, 0.487, 19.55, 19.94
365.78, 985.33, 0.491, 19.55, 19.94
365.96, 985.43, 0.495, 19.55, 19.94
366.13, 985.52, 0.498, 19.55, 19.94
366.30, 985.62, 0.502, 19.55, 19.94
366.47, 985.71, 0.506, 19.55, 19.94
366.65, 985.81, 0.510, 19.55, 19.94
366.82, 985.91, 0.514, 19.55, 19.94
366.99, 986.00, 0.518, 19.55, 19.94
367.16, 986.10, 0.522, 19.55, 19.94
367.33, 986.20, 0.526, 19.55, 19.94
367.50, 986.30, 0.530, 19.55, 19.94
367.67, 986.40, 0.534, 19.55, 19.94
367.84, 986.51, 0.538, 19.55, 19.94
368.01, 986.61, 0.541, 19.55, 19.94
368.18, 986.71, 0.545, 19.55, 19.94
368.35, 986.81, 0.549, 19.55, 19.94
368.52, 986.92, 0.553, 19.55, 19.94
368.69, 987.02, 0.557, 19.55, 19.94
368.85, 987.13, 0.561, 19.55, 19.94
369.02, 987.23, 0.565, 19.55, 19.94
369.19, 987.34, 0.569, 19.55, 19.94
369.35, 987.45, 0.573, 19.55, 19.94
369.52, 987.56, 0.577, 19.55, 19.94
369.69, 987.66, 0.581, 19.55, 19.94
369.85, 987.77, 0.584, 19.55, 19.94
370.01, 987.88, 0.588, 19.55, 19.94
370.18, 987.99, 0.592, 19.55, 19.94
370.34, 988.11, 0.596, 19.55, 19.94
370.51, 988.22, 0.600, 19.55, 19.94
370.67, 988.33, 0.604, 19.55, 19.94
370.83, 988.44, 0.608, 19.55, 19.94
370.99, 988.56, 0.612, 19.55, 19.94
371.15, 988.67, 0.616, 19.55, 19.94
371.31, 988.79, 0.620, 19.55, 19.94
371.48, 988.90, 0.624, 19.55, 19.94
371.64, 989.02, 0.627, 19.55, 19.94
371.80, 989.13, 0.631, 19.55, 19.94
371.95, 989.25, 0.635, 19.55, 19.94
372.11, 989.37, 0.639, 19.55, 19.94
372.27, 989.49, 0.643, 19.55, 19.94
372.43, 989.61, 0.647, 19.55, 19.94
372.59, 989.73, 0.651, 19.55, 19.94
372.74, 989.85, 0.655, 19.55, 19.94
372.90, 989.97, 0.659, 19.55, 19.94
373.06, 990.09, 0.663, 19.55, 19.94
373.21, 990.21, 0.667, 19.55, 19.94
373.37, 990.34, 0.670, 19.55, 19.94
373.52, 990.46, 0.674, 19.55, 19.94
373.67, 990.58, 0.678, 19.55, 19.94
373.83, 990.71, 0.682, 19.55, 19.94
373.98, 990.83, 0.686, 19.55, 19.94
374.13, 990.96, 0.690, 19.55, 19.94
374.29, 991.09, 0.694, 19.55, 19.94
374.44, 991.21, 0.698, 19.55, 19.94
374.59, 991.34, 0.702, 19.55, 19.94
374.74, 991.47, 0.706, 19.55, 19.94
374.89, 991.60, 0.710, 19.55, 19.94
375.04, 991.73, 0.713, 19.55, 19.94
375.19, 991.86, 0.717, 19.55, 19.94
375.34, 991.99, 0.721, 19.55, 19.94
375.48, 992.12, 0.725, 19.55, 19.94
375.63, 992.25, 0.729, 19.55, 19.94
375.78, 992.39, 0.733, 19.55, 19.94
375.92, 992.52, 0.737, 19.55, 19.94
376.07, 992.65, 0.741, 19.55, 19.94
376.22, 992.79, 0.745, 19.55, 19.94
376.36, 992.92, 0.749, 19.55, 19.94
376.51, 993.06, 0.753, 19.55, 19.94
376.65, 993.19, 0.757, 19.55, 19.94
376.79, 993.33, 0.760, 19.55, 19.94
376.94, 993.47, 0.764, 19.55, 19.94
377.08, 993.60, 0.768, 19.55, 19.94
377.22, 993.74, 0.772, 19.55, 19.94
377.36, 993.88, 0.776, 19.55, 19.94
377.50, 994.02, 0.780, 19.55, 19.94
377.64, 994.16, 0.784, 19.55, 19.94
377.78, 994.30, 0.788, 19.55, 19.94
377.92, 994.44, 0.792, 19.55, 19.94
378.06, 994.58, 0.796, 19.55, 19.94
378.20, 994.72, 0.800, 19.55, 19.94
378.33, 994.86, 0.803, 19.55, 19.94
378.47, 995.01, 0.807, 19.55, 19.94
378.61, 995.15, 0.811, 19.55, 19.94
378.74, 995.30, 0.815, 19.55, 19.94
378.88, 995.44, 0.819, 19.55, 19.94
379.01, 995.58, 0.823, 19.55, 19.94
379.15, 995.73, 0.827, 19.55, 19.94
379.28, 995.88, 0.831, 19.55, 19.94
379.41, 996.02, 0.835, 19.55, 19.94
379.54, 996.17, 0.839, 19.55, 19.94
379.68, 996.32, 0.843, 19.55, 19.94
379.81, 996.47, 0.846, 19.55, 19.94
379.94, 996.61, 0.850, 19.55, 19.94
380.07, 996.76, 0.854, 19.55, 19.94
380.20, 996.91, 0.858, 19.55, 19.94
380.33, 997.06, 0.862, 19.55, 19.94
380.45, 997.21, 0.866, 19.55, 19.94
380.58, 997.37, 0.870, 19.55, 19.94
380.71, 997.52, 0.874, 19.55, 19.94
380.84, 997.67, 0.878, 19.55, 19.94
380.96, 997.82, 0.882, 19.55, 19.94
381.09, 997.97, 0.886, 19.55, 19.94
381.21, 998.13, 0.889, 19.55, 19.94
381.34, 998.28, 0.893, 19.55, 19.94
381.46, 998.44, 0.897, 19.55, 19.94
381.58, 998.59, 0.901, 19.55, 19.94
381.70, 998.75, 0.905, 19.55, 19.94
381.83, 998.90, 0.909, 19.55, 19.94
381.95, 999.06, 0.913, 19.55, 19.94
382.07, 999.22, 0.917, 19.55, 19.94
382.19, 999.37, 0.921, 19.55, 19.94
382.31, 999.53, 0.925, 19.55, 19.94
382.42, 999.69, 0.929, 19.55, 19.94
382.54, 999.85, 0.932, 19.55, 19.94
382.66, 1000.01, 0.936, 19.55, 19.94
382.78, 1000.17, 0.940, 19.55, 19.94
382.89, 1000.33, 0.944, 19.55, 19.94
383.01, 1000.49, 0.948, 19.55, 19.94
383.12, 1000.65, 0.952, 19.55, 19.94
383.24, 1000.81, 0.956, 19.55, 19.94
383.35, 1000.97, 0.960, 19.55, 19.94
383.46, 1001.14, 0.964, 19.55, 19.94
383.58, 1001.30, 0.968, 19.55, 19.94
383.69, 1001.46, 0.972, 19.55, 19.94
383.80, 1001.63, 0.975, 19.55, 19.94
383.91, 1001.79, 0.979, 19.55, 19.94
384.02, 1001.95, 0.983, 19.55, 19.94
384.13, 1002.12, 0.987, 19.55, 19.94
384.24, 1002.29, 0.991, 19.55, 19.94
384.34, 1002.45, 0.995, 19.55, 19.94
384.45, 1002.62, 0.999, 19.55, 19.94
384.56, 1002.78, 1.003, 19.55, 19.94
384.66, 1002.95, 1.007, 19.55, 19.94
384.77, 1003.12, 1.011, 19.55, 19.94
384.87, 1003.29, 1.015, 19.55, 19.94
384.98, 1003.45, 1.018, 19.55, 19.94
385.08, 1003.62, 1.022, 19.55, 19.94
385.18, 1003.79, 1.026, 19.55, 19.94
385.29, 1003.96, 1.030, 19.55, 19.94
385.39, 1004.13, 1.034, 19.55, 19.94
385.49, 1004.30, 1.038, 19.55, 19.94
385.59, 1004.47, 1.042, 19.55, 19.94
385.69, 1004.64, 1.046, 19.55, 19.94
385.79, 1004.82, 1.050, 19.55, 19.94
385.88, 1004.99, 1.054, 19.55, 19.94
385.98, 1005.16, 1.058, 19.55, 19.94
386.08, 1005.33, 1.061, 19.55, 19.94
386.17, 1005.50, 1.065, 19.55, 19.94
386.27, 1005.68, 1.069, 19.55, 19.94
386.36, 1005.85, 1.073, 19.55, 19.94
386.46, 1006.03, 1.077, 19.55, 19.94
386.55, 1006.20, 1.081, 19.55, 19.94
386.64, 1006.38, 1.085, 19.55, 19.94
386.73, 1006.55, 1.089, 19.55, 19.94
386.83, 1006.73, 1.093, 19.55, 19.94
386.92, 1006.90, 1.097, 19.55, 19.94
387.01, 1007.08, 1.101, 19.55, 19.94
387.10, 1007.25, 1.105, 19.55, 19.94
387.18, 1007.43, 1.108, 19.55, 19.94
387.27, 1007.61, 1.112, 19.55, 19.94
387.36, 1007.79, 1.116, 19.55, 19.94
387.45, 1007.96, 1.120, 19.55, 19.94
387.53, 1008.14, 1.124, 19.55, 19.94
387.62, 1008.32, 1.128, 19.55, 19.94
387.70, 1008.50, 1.132, 19.55, 19.94
387.78, 1008.68, 1.136, 19.55, 19.94
387.87, 1008.86, 1.140, 19.55, 19.94
387.95, 1009.04, 1.144, 19.55, 19.94
388.03, 1009.22, 1.148, 19.55, 19.94
388.11, 1009.40, 1.151, 19.55, 19.94
388.19, 1009.58, 1.155, 19.55, 19.94
388.27, 1009.76, 1.159, 19.55, 19.94
388.35, 1009.94, 1.163, 19.55, 19.94
388.43, 1010.12, 1.167, 19.55, 19.94
388.50, 1010.31, 1.171, 19.55, 19.94
388.58, 1010.49, 1.175, 19.55, 19.94
388.66, 1010.67, 1.179, 19.55, 19.94
388.73, 1010.85, 1.183, 19.55, 19.94
388.81, 1011.04, 1.187, 19.55, 19.94
388.88, 1011.22, 1.191, 19.55, 19.94
388.95, 1011.40, 1.194, 19.55, 19.94
389.02, 1011.59, 1.198, 19.55, 19.94
389.10, 1011.77, 1.202, 19.55, 19.94
389.17, 1011.96, 1.206, 19.55, 19.94
389.24, 1012.14, 1.210, 19.55, 19.94
389.31, 1012.33, 1.214, 19.55, 19.94
389.37, 1012.51, 1.218, 19.55, 19.94
389.44, 1012.70, 1.222, 19.55, 19.94
389.51, 1012.88, 1.226, 19.55, 19.94
389.58, 1013.07, 1.230, 19.55, 19.94
389.64, 1013.26, 1.234, 19.55, 19.94
389.71, 1013.44, 1.237, 19.55, 19.94
389.77, 1013.63, 1.241, 19.55, 19.94
389.83, 1013.82, 1.245, 19.55, 19.94
389.90, 1014.01, 1.249, 19.55, 19.94
389.96, 1014.19, 1.253, 19.55, 19.94
390.02, 1014.38, 1.257, 19.55, 19.94
390.08, 1014.57, 1.261, 19.55, 19.94
390.14, 1014.76, 1.265, 19.55, 19.94
390.20, 1014.95, 1.269, 19.55, 19.94
390.26, 1015.14, 1.273, 19.55, 19.94
390.32, 1015.32, 1.277, 19.55, 19.94
390.37, 1015.51, 1.280, 19.55, 19.94
390.43, 1015.70, 1.284, 19.55, 19.94
390.48, 1015.89, 1.288, 19.55, 19.94
390.54, 1016.08, 1.292, 19.55, 19.94
390.59, 1016.27, 1.296, 19.55, 19.94
390.65, 1016.46, 1.300, 19.55, 19.94
390.70, 1016.65, 1.304, 19.55, 19.94
390.75, 1016.85, 1.308, 19.55, 19.94
390.80, 1017.04, 1.312, 19.55, 19.94
390.85, 1017.23, 1.316, 19.55, 19.94
390.90, 1017.42, 1.320, 19.55, 19.94
390.95, 1017.61, 1.323, 19.55, 19.94
391.00, 1017.80, 1.327, 19.55, 19.94
391.05, 1017.99, 1.331, 19.55, 19.94
391.09, 1018.19, 1.335, 19.55, 19.94
391.14, 1018.38, 1.339, 19.55, 19.94
391.18, 1018.57, 1.343, 19.55, 19.94
391.23, 1018.76, 1.347, 19.55, 19.94
391.27, 1018.96, 1.351, 19.55, 19.94
391.31, 1019.15, 1.355, 19.55, 19.94
391.35, 1019.34, 1.359, 19.55, 19.94
391.40, 1019.54, 1.363, 19.55, 19.94
391.44, 1019.73, 1.366, 19.55, 19.94
391.48, 1019.92, 1.370, 19.55, 19.94
391.52, 1020.12, 1.374, 19.55, 19.94
391.55, 1020.31, 1.378, 19.55, 19.94
391.59, 1020.50, 1.382, 19.55, 19.94
391.63, 1020.70, 1.386, 19.55, 19.94
391.66, 1020.89, 1.390, 19.55, 19.94
391.70, 1021.09, 1.394, 19.55, 19.94
391.73, 1021.28, 1.398, 19.55, 19.94
391.77, 1021.48, 1.402, 19.55, 19.94
391.80, 1021.67, 1.406, 19.55, 19.94
391.83, 1021.87, 1.409, 19.55, 19.94
391.86, 1022.06, 1.413, 19.55, 19.94
391.89, 1022.26, 1.417, 19.55, 19.94
391.92, 1022.45, 1.421, 19.55, 19.94
391.95, 1022.65, 1.425, 19.55, 19.94
391.98, 1022.84, 1.429, 19.55, 19.94
392.01, 1023.04, 1.433, 19.55, 19.94
392.03, 1023.23, 1.437, 19.55, 19.94
392.06, 1023.43, 1.441, 19.55, 19.94
392.09, 1023.63, 1.445, 19.55, 19.94
392.11, 1023.82, 1.449, 19.55, 19.94
392.13, 1024.02, 1.452, 19.55, 19.94
392.16, 1024.21, 1.456, 19.55, 19.94
392.18, 1024.41, 1.460, 19.55, 19.94
392.20, 1024.61, 1.464, 19.55, 19.94
392.22, 1024.80, 1.468, 19.55, 19.94
392.24, 1025.00, 1.472, 19.55, 19.94
392.26, 1025.20, 1.476, 19.55, 19.94
392.28, 1025.39, 1.480, 19.55, 19.94
392.30, 1025.59, 1.484, 19.55, 19.94
392.31, 1025.79, 1.488, 19.55, 19.94
392.33, 1025.98, 1.492, 19.55, 19.94
392.34, 1026.18, 1.496, 19.55, 19.94
392.36, 1026.38, 1.499, 19.55, 19.94
392.37, 1026.57, 1.503, 19.55, 19.94
392.38, 1026.77, 1.507, 19.55, 19.94
392.40, 1026.97, 1.511, 19.55, 19.94
392.41, 1027.17, 1.515, 19.55, 19.94
392.42, 1027.36, 1.519, 19.55, 19.94
392.43, 1027.56, 1.523, 19.55, 19.94
392.44, 1027.76, 1.527, 19.55, 19.94
392.45, 1027.95, 1.531, 19.55, 19.94
392.45, 1028.15, 1.535, 19.55, 19.94
392.46, 1028.35, 1.539, 19.55, 19.94
392.47, 1028.55, 1.542, 19.55, 19.94
392.47, 1028.74, 1.546, 19.55, 19.94
392.48, 1028.94, 1.550, 19.55, 19.94
392.48, 1029.14, 1.554, 19.55, 19.94
392.48, 1029.34, 1.558, 19.55, 19.94
392.48, 1029.53, 1.562, 19.55, 19.94
392.49, 1029.73, 1.566, 19.55, 19.94
392.49, 1029.93, 1.570, 19.55, 19.94
392.49, 1030.13, 1.574, 19.55, 19.94
392.49, 1030.32, 1.578, 19.55, 19.94
392.48, 1030.52, 1.582, 19.55, 19.94
392.48, 1030.72, 1.585, 19.55, 19.94
392.48, 1030.92, 1.589, 19.55, 19.94
392.47, 1031.11, 1.593, 19.55, 19.94
392.47, 1031.31, 1.597, 19.55, 19.94
392.46, 1031.51, 1.601, 19.55, 19.94
392.46, 1031.71, 1.605, 19.55, 19.94
392.45, 1031.90, 1.609, 19.55, 19.94
392.44, 1032.10, 1.613, 19.55, 19.94
392.43, 1032.30, 1.617, 19.55, 19.94
392.42, 1032.49, 1.621, 19.55, 19.94
